id,fecha,año,mes,semana,turno,maquina,sintoma,areas,minutos,observaciones
L4,12-06-2023,2023,jun,25,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Mecánico,10.2,
L1,12-06-2023,2023,jun,25,Turno Día,Paletizadora,Problema en compactador,Paros Menores,7.45,
L3,12-06-2023,2023,jun,25,Turno Día,Decapsuladora,Ajustes por falla,Paros Menores,6.14,
L1,13-06-2023,2023,jun,25,Turno Día,Etiquetadora,Falla Etiquetadora,Mecánico,17.12,
L3,13-06-2023,2023,jun,25,Turno Día,Llenadora,Reparación - Llenadora,Mecánico,15.96,
L4,13-06-2023,2023,jun,25,Turno Día,Mixer,Falla valvula moduladora de jarabe,Eléctrico,14.6,
L1,13-06-2023,2023,jun,25,Turno Día,Etiquetadora,Falla Etiquetadora,Mecánico,11.2,
L4,13-06-2023,2023,jun,25,Turno Día,Decapsuladora,Ajuste o cambio de sensor - Decapsuladora,Paros Menores,9.45,
L3,13-06-2023,2023,jun,25,Turno Día,Alexus,Problema canal 3,Paros Menores,9.4,
L3,13-06-2023,2023,jun,25,Turno Día,Llenadora,Reparación - Llenadora,Paros Menores,7.5,
L3,13-06-2023,2023,jun,25,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,7.44,
L3,13-06-2023,2023,jun,25,Turno Día,Llenadora,Estrella transferencia caída de botellas,Paros Menores,6.64,
L1,13-06-2023,2023,jun,25,Turno Día,Llenadora,Espumado al inicio de proceso,Paros Menores,5.77,
L1,13-06-2023,2023,jun,25,Turno Día,Etiquetadora,Falla Etiquetadora,Paros Menores,5.03,
L4,13-06-2023,2023,jun,25,Turno Día,Decapsuladora,Ajuste sensor entrada/salida,Paros Menores,3.6,
L4,14-06-2023,2023,jun,25,Turno Día,Capsuladora,Tapa girada cabezal N° 12,Mecánico,38.12,
L1,14-06-2023,2023,jun,25,Turno Día,Etiquetadora,Falla Etiquetadora,Mecánico,21.61,
L4,14-06-2023,2023,jun,25,Turno Día,Encajonadora,Problema en mesa de entrada,Mecánico,17.51,
L3,14-06-2023,2023,jun,25,Turno Día,Encajonadora,Cambio o reparación manguera de aire,Mecánico,16.48,
L4,14-06-2023,2023,jun,25,Turno Día,Encajonadora,Problema en mesa de entrada,Mecánico,14.8,
L4,14-06-2023,2023,jun,25,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Eléctrico,12.9,
L1,14-06-2023,2023,jun,25,Turno Día,Llenadora,Espumado al inicio de proceso,Paros Menores,9.57,
L1,14-06-2023,2023,jun,25,Turno Día,Etiquetadora,Falla Etiquetadora,Paros Menores,8.92,
L4,14-06-2023,2023,jun,25,Turno Día,Mixer,Problema en válvula moduladora,Paros Menores,8.54,
L4,14-06-2023,2023,jun,25,Turno Día,Mixer,Problema en válvula moduladora,Paros Menores,4.23,
L3,14-06-2023,2023,jun,25,Turno Día,Lavadora de Botellas,Caída de envase en descarga - Mantenimiento,Paros Menores,3.49,
L4,14-06-2023,2023,jun,25,Turno Día,Encajonadora,Problema en mesa de entrada,Paros Menores,2.9,
L4,14-06-2023,2023,jun,25,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,1.63,
L4,15-06-2023,2023,jun,25,Turno Día,Mixer,Problema presión bomba de agua,Mecánico,30.16,
L4,15-06-2023,2023,jun,25,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Mecánico,19.43,
L4,15-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Mecánico,13.43,
L4,15-06-2023,2023,jun,25,Turno Día,Mixer,Error de Mezcla,Eléctrico,10.95,
L4,15-06-2023,2023,jun,25,Turno Día,Transporte,Cambio o Reparación de piñón,Paros Menores,9.31,
L4,15-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,8.73,
L4,15-06-2023,2023,jun,25,Turno Día,Coronador,Reparacion bajada de tapas,Paros Menores,8.53,
L4,15-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,7.73,
L4,15-06-2023,2023,jun,25,Turno Día,Transporte,Cambio o Reparación de piñón,Paros Menores,5.27,
L4,15-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,4.9,
L4,15-06-2023,2023,jun,25,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,4.73,
L3,15-06-2023,2023,jun,25,Turno Día,Encajonadora,Cambio o reparación manguera de aire,Paros Menores,4.63,
L3,15-06-2023,2023,jun,25,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,1.4,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Mecánico,28.79,
L3,16-06-2023,2023,jun,25,Turno Día,Decapsuladora,Cambio Piñon de Cabezal,Mecánico,27.41,
L4,16-06-2023,2023,jun,25,Turno Día,Llenadora,Falla motor principal,Mecánico,27.09,
L1,16-06-2023,2023,jun,25,Turno Día,Tunel,problema casette sincronización y ajuste punto cero,Mecánico,25.63,
L4,16-06-2023,2023,jun,25,Turno Día,Llenadora,Ajuste o cambio de encoder - Llenadora,Eléctrico,19.57,
L4,16-06-2023,2023,jun,25,Turno Día,Llenadora,Falla motor principal,Mecánico,15,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Mecánico,12.5,
L1,16-06-2023,2023,jun,25,Turno Día,Tunel,problema casette sincronización y ajuste punto cero,Eléctrico,10.41,
L4,16-06-2023,2023,jun,25,Turno Día,Transporte,Cambio de motor - Transporte,Paros Menores,9.95,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,7.95,
L3,16-06-2023,2023,jun,25,Turno Día,Decapsuladora,Cambio Piñon de Cabezal,Paros Menores,6.93,
L4,16-06-2023,2023,jun,25,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,5.6,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,4.89,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,4.2,
L4,16-06-2023,2023,jun,25,Turno Día,Omnivision,Caída de velocidad nominal por trabamiento de envase,Paros Menores,3.95,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,3.53,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,3.45,
L4,16-06-2023,2023,jun,25,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,3.35,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,2.73,
L4,16-06-2023,2023,jun,25,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,2.43,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,2.22,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,2.1,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,1.48,
L4,16-06-2023,2023,jun,25,Turno Día,Transporte,Cambio de motor - Transporte,Paros Menores,1.35,
L4,16-06-2023,2023,jun,25,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,1.25,
L1,17-06-2023,2023,jun,25,Turno Día,Mixer,Problema presión bomba de agua,Mecánico,14.51,
L3,19-06-2023,2023,jun,26,Turno Día,Alexus,Falla flujo de aire,Mecánico,11.65,
L3,19-06-2023,2023,jun,26,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,4.39,
L3,19-06-2023,2023,jun,26,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.91,
L3,20-06-2023,2023,jun,26,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,8,
L1,20-06-2023,2023,jun,26,Turno Día,Tunel,Falla en motor,Paros Menores,5.87,
L1,20-06-2023,2023,jun,26,Turno Día,Sopladora,Molde con problemas,Paros Menores,4.37,
L1,20-06-2023,2023,jun,26,Turno Día,Sopladora,Molde con problemas,Paros Menores,4.36,
L1,20-06-2023,2023,jun,26,Turno Día,Tunel,Falla en motor,Paros Menores,2.05,
L1,20-06-2023,2023,jun,26,Turno Día,Prime,Ajuste de parámetros por electrico,Paros Menores,1.56,
L3,22-06-2023,2023,jun,26,Turno Día,Decapsuladora,Ajustes por falla,Paros Menores,4.96,
L1,22-06-2023,2023,jun,26,Turno Día,Paletizadora,Cambio o reparación de rodillos,Paros Menores,4.86,
L3,22-06-2023,2023,jun,26,Turno Día,Decapsuladora,Cambio Piñon de Cabezal,Paros Menores,3.65,
L1,23-06-2023,2023,jun,26,Turno Día,Tunel,Producto desplazado salida recubrimiento - Mantenimiento,Mecánico,11.98,
L3,23-06-2023,2023,jun,26,Turno Día,Despaletizadora,Reparación mesa despaletizadora,Paros Menores,9.82,
L3,23-06-2023,2023,jun,26,Turno Día,Lavadora de Botellas,Caída de botellas salida de la lavadora,Paros Menores,3.67,
L3,23-06-2023,2023,jun,26,Turno Día,Lavadora de Botellas,Caída de botellas salida de la lavadora,Paros Menores,3.06,
L1,24-06-2023,2023,jun,26,Turno Día,Sopladora,Pruebas por mantención,Eléctrico,38.16,
L1,24-06-2023,2023,jun,26,Turno Día,Llenadora,Espumado al inicio de proceso,Eléctrico,16.39,
L1,24-06-2023,2023,jun,26,Turno Día,Sopladora,Pruebas por mantención,Paros Menores,7.5,
L1,27-06-2023,2023,jun,27,Turno Día,Llenadora,Defectos Nudos PLC,Eléctrico,34.46,
L4,27-06-2023,2023,jun,27,Turno Día,Codificador,Problema en encoder,Eléctrico,28.01,
L1,27-06-2023,2023,jun,27,Turno Día,Llenadora,Defectos Nudos PLC,Mecánico,25.08,
L1,27-06-2023,2023,jun,27,Turno Día,Llenadora,Problema PLC,Mecánico,20,
L1,27-06-2023,2023,jun,27,Turno Día,Llenadora,Defectos Nudos PLC,Mecánico,14.92,
L1,27-06-2023,2023,jun,27,Turno Día,Llenadora,Problema PLC,Mecánico,12,
L4,27-06-2023,2023,jun,27,Turno Día,Llenadora,Puesta a punto post mantencion - Llenadora,Paros Menores,9.12,
L4,27-06-2023,2023,jun,27,Turno Día,Decapsuladora,Ajuste sensor entrada/salida,Paros Menores,2.15,
L4,27-06-2023,2023,jun,27,Turno Día,Decapsuladora,Ajuste sensor entrada/salida,Paros Menores,2.15,
L4,28-06-2023,2023,jun,27,Turno Día,Decapsuladora,Cambio o reparacion de cadenas,Mecánico,60,
L4,28-06-2023,2023,jun,27,Turno Día,Decapsuladora,Cambio o reparacion de cadenas,Mecánico,45.85,
L4,28-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,Repararación mecánica Salida lavadora,Mecánico,28.24,
L4,28-06-2023,2023,jun,27,Turno Día,Decapsuladora,Cambio o reparacion de cadenas,Mecánico,15.19,
L4,28-06-2023,2023,jun,27,Turno Día,Paletizadora,Cajas giradas - Paletizadora,Paros Menores,5.1,
L4,28-06-2023,2023,jun,27,Turno Día,Paletizadora,Pack girados,Paros Menores,5.05,
L1,28-06-2023,2023,jun,27,Turno Día,Paletizadora,Ajuste o cambio de sensor - Paletizadora,Paros Menores,4.79,
L4,28-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.2,
L3,29-06-2023,2023,jun,27,Turno Día,Transporte,Cambio o Reparación de piñón,Mecánico,17.03,
L4,29-06-2023,2023,jun,27,Turno Día,Encajonadora,Problema en mesa de entrada,Mecánico,15.07,
L4,29-06-2023,2023,jun,27,Turno Día,Paletizadora,Caída de automático - Paletizadora,Eléctrico,13.3,
L4,29-06-2023,2023,jun,27,Turno Día,Encajonadora,Problema en mesa de entrada,Mecánico,11.55,
L1,29-06-2023,2023,jun,27,Turno Día,Robopac,Trabamiento rodillos,Paros Menores,7.69,
L4,29-06-2023,2023,jun,27,Turno Día,Encajonadora,Problema en mesa de entrada,Paros Menores,6.34,
L4,29-06-2023,2023,jun,27,Turno Día,Encajonadora,Problema en mesa de entrada,Paros Menores,4.7,
L1,29-06-2023,2023,jun,27,Turno Día,Sopladora,Problema en el Chiller,Paros Menores,4.25,
L3,29-06-2023,2023,jun,27,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,3.91,
L1,29-06-2023,2023,jun,27,Turno Día,Robopac,Problema en Soldadora,Paros Menores,2.77,
L1,29-06-2023,2023,jun,27,Turno Día,Robopac,Problema en Soldadora,Paros Menores,2.42,
L1,29-06-2023,2023,jun,27,Turno Día,Robopac,Problema carga de batería,Paros Menores,1.42,
L4,29-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.15,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Mecánico,31.51,
L1,30-06-2023,2023,jun,27,Turno Día,Tunel,Producto desplazado salida recubrimiento - Mantenimiento,Mecánico,21.05,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Mecánico,13.35,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Mecánico,13.01,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,9.68,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,9,
L1,30-06-2023,2023,jun,27,Turno Día,Tunel,Producto desplazado salida recubrimiento - Mantenimiento,Paros Menores,7.49,
L4,30-06-2023,2023,jun,27,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,5.85,
L1,30-06-2023,2023,jun,27,Turno Día,Robopac,Problema en Soldadora,Paros Menores,5.35,
L4,30-06-2023,2023,jun,27,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,3.33,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,3.33,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,3.33,
L4,30-06-2023,2023,jun,27,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,2.43,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,2.33,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,2.23,
L1,30-06-2023,2023,jun,27,Turno Día,Robopac,Problema en Soldadora,Paros Menores,2.22,
L1,30-06-2023,2023,jun,27,Turno Día,Robopac,Problema en Soldadora,Paros Menores,2.11,
L4,30-06-2023,2023,jun,27,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,1.9,
L4,30-06-2023,2023,jun,27,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,1.73,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.7,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.7,
L4,30-06-2023,2023,jun,27,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,1.65,
L4,30-06-2023,2023,jun,27,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,1.58,
L4,30-06-2023,2023,jun,27,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,1.25,
L4,01-07-2023,2023,jul,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Mecánico,20.83,
L4,01-07-2023,2023,jul,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Mecánico,18.26,
L4,01-07-2023,2023,jul,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,8.85,
L4,01-07-2023,2023,jul,27,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,4.68,
L4,01-07-2023,2023,jul,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,3.08,
L4,01-07-2023,2023,jul,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,2.23,
L4,01-07-2023,2023,jul,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,2.13,
L4,01-07-2023,2023,jul,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.95,
L4,01-07-2023,2023,jul,27,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.55,
L4,01-07-2023,2023,jul,27,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,1.55,
L4,01-07-2023,2023,jul,27,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,1.2,
L1,03-07-2023,2023,jul,28,Turno Día,Etiquetadora,Cambio de Sensor - Etiquetadora,Eléctrico,44.77,
L4,03-07-2023,2023,jul,28,Turno Día,Capsuladora,Cambio de cabezal,Mecánico,21.21,
L4,03-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Repararación mecánica Salida lavadora,Mecánico,13.11,
L1,03-07-2023,2023,jul,28,Turno Día,Llenadora,Ajuste o cambio de sensor - Llenadora,Eléctrico,13.05,
L1,03-07-2023,2023,jul,28,Turno Día,Etiquetadora,Empalme defectuoso - Etiquetadora,Paros Menores,9.53,
L1,03-07-2023,2023,jul,28,Turno Día,Etiquetadora,Cambio de Sensor - Etiquetadora,Paros Menores,8.66,
L4,03-07-2023,2023,jul,28,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,8.35,
L4,03-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,7.4,
L3,03-07-2023,2023,jul,28,Turno Día,Paletizadora,Cajas giradas - Paletizadora,Paros Menores,7.01,
L4,03-07-2023,2023,jul,28,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,6.86,
L3,03-07-2023,2023,jul,28,Turno Día,Paletizadora,Cajas giradas - Paletizadora,Paros Menores,5.22,
L4,03-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Repararación mecánica Salida lavadora,Paros Menores,3.8,
L3,03-07-2023,2023,jul,28,Turno Día,Transporte,Cambio o reparación - Transporte,Paros Menores,2.97,
L3,03-07-2023,2023,jul,28,Turno Día,Paletizadora,Cajas giradas - Paletizadora,Paros Menores,2.36,
L3,03-07-2023,2023,jul,28,Turno Día,Transporte,Cambio o reparación - Transporte,Paros Menores,2.33,
L3,03-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Caída de envase en descarga - Mantenimiento,Paros Menores,2.24,
L3,03-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Caída de envase en descarga - Mantenimiento,Paros Menores,1.67,
L1,04-07-2023,2023,jul,28,Turno Día,Robopac,Cambio o reparación de sensor - Robopac,Eléctrico,54,
L4,04-07-2023,2023,jul,28,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Eléctrico,23.37,
L1,04-07-2023,2023,jul,28,Turno Día,Llenadora,Ajuste o cambio de sensor - Llenadora,Eléctrico,21.74,
L1,04-07-2023,2023,jul,28,Turno Día,Robopac,Cambio o reparación de sensor - Robopac,Eléctrico,20.25,
L1,04-07-2023,2023,jul,28,Turno Día,Llenadora,Ajuste o cambio de sensor - Llenadora,Eléctrico,20.1,
L4,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Reparación en la entrada,Mecánico,16.98,
L1,04-07-2023,2023,jul,28,Turno Día,Llenadora,Cambio o reparación de sensor - Llenadora,Eléctrico,16.9,
L1,04-07-2023,2023,jul,28,Turno Día,Llenadora,Cambio o reparación de sensor - Llenadora,Eléctrico,16.68,
L4,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Reparación en la entrada,Mecánico,14.28,
L4,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,7.83,
L4,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Repararación mecánica Salida lavadora,Paros Menores,7.75,
L4,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,7.68,
L4,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,5.77,
L4,04-07-2023,2023,jul,28,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,4.75,
L4,04-07-2023,2023,jul,28,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,4.1,
L3,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Caída de envase en descarga - Mantenimiento,Paros Menores,3.72,
L4,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,3.6,
L4,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,3.58,
L3,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Caída de envase en descarga - Mantenimiento,Paros Menores,1.86,
L4,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.5,
L3,04-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Caída de envase en descarga - Mantenimiento,Paros Menores,1.16,
L3,05-07-2023,2023,jul,28,Turno Día,Capsuladora,Reparación de cabezal,Mecánico,34.15,
L1,05-07-2023,2023,jul,28,Turno Día,Llenadora,Cambio o reparación de sensor - Llenadora,Eléctrico,30.78,
L3,05-07-2023,2023,jul,28,Turno Día,Capsuladora,Tapa girada cabezal N° 1,Mecánico,15.24,
L1,05-07-2023,2023,jul,28,Turno Día,Llenadora,Ajuste o cambio de sensor - Llenadora,Eléctrico,14.8,
L1,05-07-2023,2023,jul,28,Turno Día,Tunel,problema casette sincronización y ajuste punto cero,Eléctrico,13.14,
L1,05-07-2023,2023,jul,28,Turno Día,Llenadora,Ajuste o cambio de sensor - Llenadora,Paros Menores,7.49,
L1,05-07-2023,2023,jul,28,Turno Día,Llenadora,Cambio o reparación de sensor - Llenadora,Paros Menores,7.4,
L3,05-07-2023,2023,jul,28,Turno Día,Capsuladora,Tapa girada cabezal N° 1,Paros Menores,5.81,
L4,05-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,5.35,
L1,05-07-2023,2023,jul,28,Turno Día,Llenadora,Cambio o reparación de sensor - Llenadora,Paros Menores,4.78,
L4,05-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,3.95,
L4,05-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,3.55,
L4,05-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,3.3,
L3,05-07-2023,2023,jul,28,Turno Día,Capsuladora,Tapa girada cabezal N° 1,Paros Menores,1.33,
L4,06-07-2023,2023,jul,28,Turno Día,Despaletizadora,Ajuste o cambio - Despaletizadora,Eléctrico,16.4,
L4,06-07-2023,2023,jul,28,Turno Día,Despaletizadora,Ajuste o cambio - Despaletizadora,Eléctrico,10.34,
L4,06-07-2023,2023,jul,28,Turno Día,Despaletizadora,Ajuste o cambio - Despaletizadora,Paros Menores,6.85,
L1,06-07-2023,2023,jul,28,Turno Día,Etiquetadora,Empalme defectuoso - Etiquetadora,Paros Menores,5.01,
L4,06-07-2023,2023,jul,28,Turno Día,Despaletizadora,Ajuste o cambio - Despaletizadora,Paros Menores,5,
L4,06-07-2023,2023,jul,28,Turno Día,Despaletizadora,Ajuste o cambio - Despaletizadora,Paros Menores,4.04,
L1,06-07-2023,2023,jul,28,Turno Día,Prime,Ajuste de parámetros por electrico,Paros Menores,2.02,
L4,07-07-2023,2023,jul,28,Turno Día,Decapsuladora,Ajuste sensor entrada/salida,Eléctrico,12,
L4,07-07-2023,2023,jul,28,Turno Día,Mixer,Problema en válvula moduladora,Eléctrico,10,
L1,07-07-2023,2023,jul,28,Turno Día,Tunel,problema casette sincronización y ajuste punto cero,Paros Menores,9.24,
L4,07-07-2023,2023,jul,28,Turno Día,Mixer,Problema en válvula moduladora,Paros Menores,7.57,
L4,07-07-2023,2023,jul,28,Turno Día,Decapsuladora,Ajuste o cambio de sensor - Decapsuladora,Paros Menores,1.89,
L4,07-07-2023,2023,jul,28,Turno Día,Decapsuladora,Ajuste o cambio de sensor - Decapsuladora,Paros Menores,1.4,
L4,08-07-2023,2023,jul,28,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Mecánico,10.38,
L4,08-07-2023,2023,jul,28,Turno Día,Llenadora,Problema con elevación de la taza,Paros Menores,4.88,
L1,08-07-2023,2023,jul,28,Turno Día,Prime,Ajuste de parámetros por electrico,Paros Menores,2.94,
L4,10-07-2023,2023,jul,29,Turno Día,Llenadora,Problema con elevación de la taza,Mecánico,17.09,
L4,10-07-2023,2023,jul,29,Turno Día,Llenadora,Problema con elevación de la taza,Paros Menores,5,
L4,10-07-2023,2023,jul,29,Turno Día,Lavadora de Botellas,Caída de envase en descarga - Mantenimiento,Paros Menores,2.5,
L1,11-07-2023,2023,jul,29,Turno Día,Etiquetadora,Falla Etiquetadora,Mecánico,57.68,
L1,11-07-2023,2023,jul,29,Turno Día,Etiquetadora,Falla Etiquetadora,Mecánico,41.16,
L4,11-07-2023,2023,jul,29,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Mecánico,37.39,
L4,11-07-2023,2023,jul,29,Turno Día,Lavadora de Botellas,Reparación en la entrada,Mecánico,16.83,
L4,11-07-2023,2023,jul,29,Turno Día,Lavadora de Botellas,Caída de envase en descarga - Mantenimiento,Mecánico,14.36,
L1,11-07-2023,2023,jul,29,Turno Día,Etiquetadora,Falla Etiquetadora,Paros Menores,9.29,
L4,11-07-2023,2023,jul,29,Turno Día,Transporte,Trabamiento curva salida pulmón,Paros Menores,9.25,
L4,11-07-2023,2023,jul,29,Turno Día,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,7,
L4,11-07-2023,2023,jul,29,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,4.05,
L4,11-07-2023,2023,jul,29,Turno Día,Omnivision,Ajuste eléctrico o mecánico,Paros Menores,1.68,
L1,12-07-2023,2023,jul,29,Turno Día,Sopladora,Caudal insuficiente refrigeración moldes,Eléctrico,10.74,
L1,12-07-2023,2023,jul,29,Turno Día,Sopladora,Caudal insuficiente refrigeración moldes,Paros Menores,6.34,
L4,12-07-2023,2023,jul,29,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,4,
L4,12-07-2023,2023,jul,29,Turno Día,Coronador,Trancónes reiterados pista de bajada,Paros Menores,3.9,
