id,fecha,año,mes,semana,turno,maquina,sintoma,areas,minutos,observaciones
L3,18-11-2023,2023,nov,47,Turno Noche,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,4.23,
L1,18-11-2023,2023,nov,47,Turno Noche,Prime,Trabamiento de producto,Paros Menores,3.71,
L3,18-11-2023,2023,nov,47,Turno Día,Etiquetadora,Falla Etiquetadora,Paros Menores,3.29,
L3,18-11-2023,2023,nov,47,Turno Día,Etiquetadora,Cambio de Sensor - Etiquetadora,Paros Menores,3.04,
L1,18-11-2023,2023,nov,47,Turno Noche,Prime,Trabamiento de producto,Paros Menores,2.79,
L1,18-11-2023,2023,nov,47,Turno Noche,Mixer,Presion de Co2 - Mantenimiento,Paros Menores,2.33,
L1,18-11-2023,2023,nov,47,Turno Noche,Mixer,Presion de Co2 - Mantenimiento,Paros Menores,2.17,
L1,18-11-2023,2023,nov,47,Turno Noche,Mixer,Presion de Co2 - Mantenimiento,Paros Menores,1.71,
L1,18-11-2023,2023,nov,47,Turno Noche,Mixer,Presion de Co2 - Mantenimiento,Paros Menores,1.5,
L4,18-11-2023,2023,nov,47,Turno Día,Capsuladora,Trancon de tapas en pista de bajada - Mantenimiento,Paros Menores,1.45,
L1,18-11-2023,2023,nov,47,Turno Noche,Mixer,Presion de Co2 - Mantenimiento,Paros Menores,1.26,
L3,18-11-2023,2023,nov,47,Turno Día,Etiquetadora,Falla Etiquetadora,Paros Menores,1.25,
L1,18-11-2023,2023,nov,47,Turno Día,Sopladora,Trabamiento de Preformas,Paros Menores,1.21,
L3,18-11-2023,2023,nov,47,Turno Noche,Omnivision,Ajuste electrico o mecanico,Paros Menores,1.07,
L3,18-11-2023,2023,nov,47,Turno Noche,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,1.04,
L3,18-11-2023,2023,nov,47,Turno Noche,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,0.23,
L3,18-11-2023,2023,nov,47,Turno Noche,Etiquetadora,Cambio o reparacion de sensor - Etiquetadora,Paros Menores,0.23,
L1,20-11-2023,2023,nov,48,Turno Día,Etiquetadora,Falla Etiquetadora,Mecánico,23.12,
L4,20-11-2023,2023,nov,48,Turno Noche,Despaletizadora,Cai­da de automatico - Despaletizadora,Eléctrico,8.63,
L1,20-11-2023,2023,nov,48,Turno Día,Mixer,Problema presion bomba de agua,Paros Menores,7.4,
L1,20-11-2023,2023,nov,48,Turno Día,Transporte,Cai­da de automatico - Transporte,Paros Menores,6.73,
L1,20-11-2023,2023,nov,48,Turno Día,Transporte,Cai­da de automatico - Transporte,Paros Menores,6.34,
L1,20-11-2023,2023,nov,48,Turno Día,Mixer,Problema presion bomba de agua,Paros Menores,6.32,
L4,20-11-2023,2023,nov,48,Turno Día,Llenadora,Ajuste o cambio de sensor - Llenadora,Paros Menores,3.65,
L1,20-11-2023,2023,nov,48,Turno Día,Mixer,Error de Mezcla,Paros Menores,3.04,
L1,20-11-2023,2023,nov,48,Turno Tarde,Sopladora,Problema en el Chiller,Paros Menores,2.46,
L4,20-11-2023,2023,nov,48,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,2.25,
L1,20-11-2023,2023,nov,48,Turno Día,Mixer,Problema presion bomba de agua,Paros Menores,1.73,
L4,20-11-2023,2023,nov,48,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.38,
L4,20-11-2023,2023,nov,48,Turno Día,Llenadora,Lubricacion de pedestales - Llenadora,Paros Menores,1.35,
L4,20-11-2023,2023,nov,48,Turno Día,Llenadora,Lubricacion de pedestales - Llenadora,Paros Menores,0.98,
L4,20-11-2023,2023,nov,48,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,0.7,
L4,20-11-2023,2023,nov,48,Turno Día,Llenadora,Ajuste o cambio de sensor - Llenadora,Paros Menores,0.2,
L1,21-11-2023,2023,nov,48,Turno Noche,Sopladora,Ajuste cierre de molde,Mecánico,60,Sobresfuerzo palanca molde
L1,21-11-2023,2023,nov,48,Turno Noche,Sopladora,Ajuste cierre de molde,Mecánico,33.57,
L4,21-11-2023,2023,nov,48,Turno Noche,Codificador,falla de impresion reiteradas,Eléctrico,27.83,
L1,21-11-2023,2023,nov,48,Turno Noche,Paletizadora,Cambio de rodillo en paletizadora,Mecánico,26.77,
L1,21-11-2023,2023,nov,48,Turno Noche,Sopladora,Ajuste cierre de molde,Mecánico,20.96,
L1,21-11-2023,2023,nov,48,Turno Noche,Paletizadora,Cambio de rodillo en paletizadora,Mecánico,11.62,
L1,21-11-2023,2023,nov,48,Turno Día,Sopladora,Temperatura sobre los cuerpos de los moldes fuera de rango,Paros Menores,6.77,
L1,21-11-2023,2023,nov,48,Turno Tarde,Prime,Trabamiento de producto,Paros Menores,5.19,
L1,21-11-2023,2023,nov,48,Turno Noche,Prime,Trabamiento de producto,Paros Menores,3.17,
L1,21-11-2023,2023,nov,48,Turno Tarde,Sopladora,Problema en el Chiller,Paros Menores,2.62,
L1,21-11-2023,2023,nov,48,Turno Noche,Sopladora,Trabamiento de Preformas,Paros Menores,1.7,
L4,21-11-2023,2023,nov,48,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.05,
L4,21-11-2023,2023,nov,48,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.03,
L4,21-11-2023,2023,nov,48,Turno Noche,Codificador,falla de impresion reiteradas,Paros Menores,0,
L1,22-11-2023,2023,nov,48,Turno Día,Prime,Trabamiento brazo,Mecánico,21.27,Desgaste de piezas en rechazador.
L1,22-11-2023,2023,nov,48,Turno Tarde,Tunel,Falla en motor,Eléctrico,15.41,Falla motor M 7  Caída de automático
L3,22-11-2023,2023,nov,48,Turno Día,Paletizadora,Cajas giradas - Paletizadora,Mecánico,14.09,cajas trabadas en entrada a ordenador
L3,22-11-2023,2023,nov,48,Turno Día,Paletizadora,Cajas giradas - Paletizadora,Paros Menores,8.9,
L1,22-11-2023,2023,nov,48,Turno Tarde,Tunel,Falla en motor,Paros Menores,8.04,
L1,22-11-2023,2023,nov,48,Turno Tarde,Capsuladora,Cambio de cabezal,Paros Menores,7.47,
L3,22-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,7.24,
L1,22-11-2023,2023,nov,48,Turno Día,Capsuladora,Tapa girada cabezal N 11,Paros Menores,5.24,
L1,22-11-2023,2023,nov,48,Turno Tarde,Sopladora,Problema en el Chiller,Paros Menores,4.57,
L3,22-11-2023,2023,nov,48,Turno Día,Paletizadora,Cajas giradas - Paletizadora,Paros Menores,3.31,
L1,22-11-2023,2023,nov,48,Turno Día,Etiquetadora,Limpieza de filtro pegamento,Paros Menores,3.07,
L3,22-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,2.56,
L1,22-11-2023,2023,nov,48,Turno Día,Prime,Trabamiento brazo,Paros Menores,1.66,
L3,22-11-2023,2023,nov,48,Turno Día,Paletizadora,Cajas giradas - Paletizadora,Paros Menores,1.52,
L4,22-11-2023,2023,nov,48,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.38,
L3,22-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,1.34,
L4,22-11-2023,2023,nov,48,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.33,
L4,22-11-2023,2023,nov,48,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.3,
L3,22-11-2023,2023,nov,48,Turno Día,Paletizadora,Cajas giradas - Paletizadora,Paros Menores,0.97,
L1,22-11-2023,2023,nov,48,Turno Tarde,Sopladora,Trabamiento de Preformas,Paros Menores,0.91,
L4,22-11-2023,2023,nov,48,Turno Noche,Lavadora de Botellas,Cai­da de envase en descarga - Mantenimiento,Paros Menores,0.55,
L1,22-11-2023,2023,nov,48,Turno Noche,Sopladora,Trabamiento de Preformas,Paros Menores,0.49,
L4,22-11-2023,2023,nov,48,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,0.33,
L4,22-11-2023,2023,nov,48,Turno Noche,Lavadora de Botellas,Cai­da de envase en descarga - Mantenimiento,Paros Menores,0.1,
L1,22-11-2023,2023,nov,48,Turno Tarde,Sopladora,Trabamiento de Preformas,Paros Menores,0,
L1,23-11-2023,2023,nov,48,Turno Día,Tunel,Rodamientos en mal estado,Mecánico,10.58,rodamientos eje sistema corte destruidos
L4,23-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,5.5,
L4,23-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,5.15,
L3,23-11-2023,2023,nov,48,Turno Día,Omnivision,Ajuste electrico o mecanico,Paros Menores,3.55,
L3,23-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,3.39,
L4,23-11-2023,2023,nov,48,Turno Día,Llenadora,Lubricacion de pedestales - Llenadora,Paros Menores,1.45,
L3,23-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,1.32,
L4,23-11-2023,2023,nov,48,Turno Día,Capsuladora,Falla sensor,Paros Menores,1.2,
L3,23-11-2023,2023,nov,48,Turno Día,Omnivision,Ajuste electrico o mecanico,Paros Menores,0.7,
L4,23-11-2023,2023,nov,48,Turno Día,Capsuladora,Falla sensor,Paros Menores,0.1,
L1,23-11-2023,2023,nov,48,Turno Noche,Sopladora,Trabamiento de Preformas,Paros Menores,0.03,
L1,24-11-2023,2023,nov,48,Turno Tarde,Transporte,Divisor de paquetes,Mecánico,60,guias divisoras de paquetes no realizaba cambio al lado norte.
L1,24-11-2023,2023,nov,48,Turno Tarde,Transporte,Divisor de paquetes,Mecánico,60,guias divisoras de paquetes no realizaba cambio al lado norte.
L3,24-11-2023,2023,nov,48,Turno Día,Llenadora,Estrella transferencia cai­da de botellas,Mecánico,60,trabamiento en estrella de salida con escote de salida 
L1,24-11-2023,2023,nov,48,Turno Día,Etiquetadora,Falla Etiquetadora,Mecánico,53.42,etiquetas mal aplicada filtro tapado
L3,24-11-2023,2023,nov,48,Turno Día,Llenadora,Estrella transferencia cai­da de botellas,Mecánico,40.47,trabamiento en estrella de salida con escote de salida 
L1,24-11-2023,2023,nov,48,Turno Tarde,Transporte,Divisor de paquetes,Mecánico,30.31,guias divisoras de paquetes no realizaba cambio al lado norte.
L1,24-11-2023,2023,nov,48,Turno Tarde,Transporte,Divisor de paquetes,Mecánico,20.57,guias divisoras de paquetes no realizaba cambio al lado norte.
L3,24-11-2023,2023,nov,48,Turno Día,Llenadora,Estrella transferencia cai­da de botellas,Mecánico,20.03,trabamiento en estrella de salida con escote de salida 
L1,24-11-2023,2023,nov,48,Turno Tarde,Transporte,Divisor de paquetes,Paros Menores,8.22,
L1,24-11-2023,2023,nov,48,Turno Noche,Etiquetadora,Limpieza de filtro pegamento,Paros Menores,8.19,
L1,24-11-2023,2023,nov,48,Turno Noche,Tunel,Falla en motor,Paros Menores,7.58,
L4,24-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Repararacion mecanica Salida lavadora,Paros Menores,4.85,
L3,24-11-2023,2023,nov,48,Turno Noche,Transporte,Trabamiento curva salida pulmon,Paros Menores,3.13,
L4,24-11-2023,2023,nov,48,Turno Día,Llenadora,Lubricacion de pedestales - Llenadora,Paros Menores,2.7,
L1,24-11-2023,2023,nov,48,Turno Día,Mixer,Error de Mezcla,Paros Menores,2.56,
L3,24-11-2023,2023,nov,48,Turno Día,Llenadora,Estrella transferencia cai­da de botellas,Paros Menores,2.36,
L1,24-11-2023,2023,nov,48,Turno Día,Etiquetadora,Falla Etiquetadora,Paros Menores,2.18,
L4,24-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.55,
L4,24-11-2023,2023,nov,48,Turno Día,Omnivision,Ajuste electrico o mecanico,Paros Menores,1.5,
L4,24-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Repararacion mecanica Salida lavadora,Paros Menores,0.75,
L1,25-11-2023,2023,nov,48,Turno Noche,Paletizadora,Ajuste o cambio de encoder - Paletizadora,Eléctrico,36.49,fuente de poder ( 380 vaac - 24 vdc ) dañada
L1,25-11-2023,2023,nov,48,Turno Noche,Paletizadora,Ajuste o cambio de encoder - Paletizadora,Paros Menores,8.3,
L1,25-11-2023,2023,nov,48,Turno Noche,Paletizadora,Perdida de ciclo,Paros Menores,6.92,
L4,25-11-2023,2023,nov,48,Turno Noche,Decapsuladora,Ajuste o cambio de sensor - Decapsuladora,Paros Menores,3.95,
L4,25-11-2023,2023,nov,48,Turno Día,Capsuladora,Tapa girada cabezal N 1,Paros Menores,3.3,
L4,25-11-2023,2023,nov,48,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,2.75,
L1,25-11-2023,2023,nov,48,Turno Noche,Tunel,Producto desplazado salida recubrimiento - Mantenimiento,Paros Menores,2.07,
L4,25-11-2023,2023,nov,48,Turno Día,Decapsuladora,Ajustes por falla,Paros Menores,1.57,
L1,27-11-2023,2023,nov,49,Turno Tarde,Sopladora,Mantencion Horno,Eléctrico,37.8,
L1,27-11-2023,2023,nov,49,Turno Día,Sopladora,Mantencion Horno,Eléctrico,37.26,
L1,27-11-2023,2023,nov,49,Turno Día,Sopladora,Mantencion Horno,Eléctrico,29.61,
L1,27-11-2023,2023,nov,49,Turno Día,Llenadora,Cambio de valvula,Mecánico,23.87,
L1,27-11-2023,2023,nov,49,Turno Día,Sopladora,Cambio de Lamparas,Eléctrico,15.04,
L1,27-11-2023,2023,nov,49,Turno Día,Sopladora,Trabamiento de Preformas,Mecánico,14.93,
L1,27-11-2023,2023,nov,49,Turno Día,Paletizadora,Barrera seguridad paletizadora se bloquea,Eléctrico,12.31,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,5.53,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,5.53,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,4.9,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,4.9,
L1,27-11-2023,2023,nov,49,Turno Tarde,Etiquetadora,Empalme defectuoso - Etiquetadora,Paros Menores,4.62,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,3.45,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,3.45,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,3.4,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,3.4,
L4,27-11-2023,2023,nov,49,Turno Noche,Mixer,Problema en valvula moduladora,Paros Menores,2.9,
L4,27-11-2023,2023,nov,49,Turno Noche,Mixer,Problema en valvula moduladora,Paros Menores,2.9,
L1,27-11-2023,2023,nov,49,Turno Día,Paletizadora,Barrera seguridad paletizadora se bloquea,Paros Menores,2.59,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,2.1,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,2.1,
L4,27-11-2023,2023,nov,49,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.85,
L4,27-11-2023,2023,nov,49,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.85,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.68,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.68,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.08,
L4,27-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.08,
L4,27-11-2023,2023,nov,49,Turno Noche,Mixer,Problema en valvula moduladora,Paros Menores,1.05,
L4,27-11-2023,2023,nov,49,Turno Noche,Mixer,Problema en valvula moduladora,Paros Menores,1.05,
L4,27-11-2023,2023,nov,49,Turno Noche,Desencajonadora,Reparacion mesa de descarga,Paros Menores,0.95,
L4,27-11-2023,2023,nov,49,Turno Noche,Desencajonadora,Reparacion mesa de descarga,Paros Menores,0.95,
L1,27-11-2023,2023,nov,49,Turno Tarde,Sopladora,Trabamiento de Preformas,Paros Menores,0.77,
L4,27-11-2023,2023,nov,49,Turno Noche,Mixer,Problema en valvula moduladora,Paros Menores,0.7,
L4,27-11-2023,2023,nov,49,Turno Noche,Mixer,Problema en valvula moduladora,Paros Menores,0.7,
L3,28-11-2023,2023,nov,49,Turno Día,Paletizadora,Perdida de ciclo,Eléctrico,11.75,
L1,28-11-2023,2023,nov,49,Turno Tarde,Paletizadora,Arana toma carton en falla,Mecánico,11.66,
L3,28-11-2023,2023,nov,49,Turno Día,Paletizadora,Perdida de ciclo,Paros Menores,8.75,
L1,28-11-2023,2023,nov,49,Turno Tarde,Paletizadora,Arana toma carton en falla,Paros Menores,6.8,
L1,28-11-2023,2023,nov,49,Turno Tarde,Etiquetadora,Empalme defectuoso - Etiquetadora,Paros Menores,4.12,
L4,28-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,3.33,
L1,28-11-2023,2023,nov,49,Turno Noche,Etiquetadora,Cambio o reparacion de sensor - Etiquetadora,Paros Menores,2.11,
L4,28-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.75,
L3,28-11-2023,2023,nov,49,Turno Día,Lavadora de Botellas,Repararacion mecanica Salida lavadora,Paros Menores,1.68,
L4,28-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.63,
L4,28-11-2023,2023,nov,49,Turno Noche,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.55,
L1,28-11-2023,2023,nov,49,Turno Tarde,Sopladora,Trabamiento de Preformas,Paros Menores,1.42,
L3,28-11-2023,2023,nov,49,Turno Noche,Omnivision,Ajuste electrico o mecanico,Paros Menores,1.24,
L4,28-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.23,
L4,28-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.15,
L4,28-11-2023,2023,nov,49,Turno Noche,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,0.99,
L4,28-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,0.53,
L4,28-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,0.4,
L4,28-11-2023,2023,nov,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,0.38,
L4,28-11-2023,2023,nov,49,Turno Noche,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,0.31,
L3,29-11-2023,2023,nov,49,Turno Día,Paletizadora,Cai­da de automatico - Paletizadora,Eléctrico,10.62,
L3,29-11-2023,2023,nov,49,Turno Día,Paletizadora,Cai­da de automatico - Paletizadora,Paros Menores,7,
L3,29-11-2023,2023,nov,49,Turno Noche,Paletizadora,Cai­da de automatico - Paletizadora,Paros Menores,2.73,
L3,29-11-2023,2023,nov,49,Turno Noche,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,1.19,
L3,29-11-2023,2023,nov,49,Turno Día,Filtec Pre Lavado,Ajuste de parametri­a - Filtec Pre Lavado,Paros Menores,1.1,
L4,29-11-2023,2023,nov,49,Turno Noche,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,0.6,
L4,29-11-2023,2023,nov,49,Turno Noche,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,0.6,
L3,29-11-2023,2023,nov,49,Turno Noche,Paletizadora,Cai­da de automatico - Paletizadora,Paros Menores,0.36,
L3,30-11-2023,2023,nov,49,Turno Día,Alexus,Problema canal 4,Paros Menores,5.23,
L4,30-11-2023,2023,nov,49,Turno Noche,Capsuladora,Ajuste de Buffer,Paros Menores,0.65,
L3,01-12-2023,2023,dic,49,Turno Día,Alexus,Lente rojo quebrado,Eléctrico,450,
L3,01-12-2023,2023,dic,49,Turno Noche,Alexus,Lente rojo quebrado,Eléctrico,300,
L1,01-12-2023,2023,dic,49,Turno Tarde,Tunel,Producto desplazado salida recubrimiento - Mantenimiento,Mecánico,60,Perno cortado de sujetador bombín eje tensor de cadena recubrimiento
L1,01-12-2023,2023,dic,49,Turno Tarde,Tunel,Producto desplazado salida recubrimiento - Mantenimiento,Mecánico,42,Perno cortado de sujetador bombín eje tensor de cadena recubrimiento
L1,01-12-2023,2023,dic,49,Turno Tarde,Tunel,Producto desplazado salida recubrimiento - Mantenimiento,Mecánico,28.8,Perno cortado de sujetador bombín eje tensor de cadena recubrimiento
L1,01-12-2023,2023,dic,49,Turno Día,Sopladora,Limitador de desenpolvado disparado por trabamiento,Mecánico,26.42,
L1,01-12-2023,2023,dic,49,Turno Día,Sopladora,Limitador de desenpolvado disparado por trabamiento,Mecánico,12.24,
L4,01-12-2023,2023,dic,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,4.78,
L1,01-12-2023,2023,dic,49,Turno Noche,Sopladora,Mantencion Horno,Paros Menores,4.73,
L4,01-12-2023,2023,dic,49,Turno Noche,Llenadora,Reparacion - Llenadora,Paros Menores,4.23,
L4,01-12-2023,2023,dic,49,Turno Noche,Llenadora,Lubricacion de pedestales - Llenadora,Paros Menores,2.48,
L4,01-12-2023,2023,dic,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,2.38,
L4,01-12-2023,2023,dic,49,Turno Noche,Llenadora,Lubricacion de pedestales - Llenadora,Paros Menores,2.18,
L4,01-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,2.15,
L4,01-12-2023,2023,dic,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,2.08,
L4,01-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.38,
L4,01-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,1.3,
L4,01-12-2023,2023,dic,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,0.95,
L1,01-12-2023,2023,dic,49,Turno Tarde,Sopladora,Trabamiento de Preformas,Paros Menores,0.62,
L1,01-12-2023,2023,dic,49,Turno Tarde,Sopladora,Trabamiento de Preformas,Paros Menores,0.47,
L4,01-12-2023,2023,dic,49,Turno Noche,Omnivision,Ajuste electrico o mecanico,Paros Menores,0.45,
L4,01-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,trabamiento de botella en entrada,Paros Menores,0.38,
L4,01-12-2023,2023,dic,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,0.33,
L4,01-12-2023,2023,dic,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,0.1,
L4,02-12-2023,2023,dic,49,Turno Noche,Coronador,Reparacion - Coronador,Mecánico,31.04,
L4,02-12-2023,2023,dic,49,Turno Noche,Etiquetadora,Cai­da de botella en la estrella de salida,Mecánico,28.31,
L4,02-12-2023,2023,dic,49,Turno Día,Coronador,Trancones reiterados pista de bajada,Mecánico,21.03,
L4,02-12-2023,2023,dic,49,Turno Noche,Omnivision,Ajuste electrico o mecanico,Eléctrico,16.68,
L4,02-12-2023,2023,dic,49,Turno Día,Omnivision,Ajuste electrico o mecanico,Eléctrico,13.45,
L4,02-12-2023,2023,dic,49,Turno Noche,Coronador,Reparacion - Coronador,Mecánico,11.34,
L3,02-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,6.7,
L4,02-12-2023,2023,dic,49,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,5.3,
L4,02-12-2023,2023,dic,49,Turno Noche,Codificador,Parada codificacion,Paros Menores,5.03,
L4,02-12-2023,2023,dic,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,4.75,
L4,02-12-2023,2023,dic,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,2.65,
L4,02-12-2023,2023,dic,49,Turno Noche,Coronador,Reparacion - Coronador,Paros Menores,2.57,
L4,02-12-2023,2023,dic,49,Turno Noche,Omnivision,Ajuste electrico o mecanico,Paros Menores,2.4,
L1,02-12-2023,2023,dic,49,Turno Día,Tunel,Falla en motor,Paros Menores,2.05,
L4,02-12-2023,2023,dic,49,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.73,
L3,02-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,Cai­da de envase en descarga - Mantenimiento,Paros Menores,1.54,
L3,02-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,1.53,
L4,02-12-2023,2023,dic,49,Turno Noche,Coronador,Reparacion - Coronador,Paros Menores,1.33,
L4,02-12-2023,2023,dic,49,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.3,
L3,02-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,Cai­da de envase en descarga - Mantenimiento,Paros Menores,1.1,
L3,02-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,Cai­da de envase en descarga - Mantenimiento,Paros Menores,0.96,
L4,02-12-2023,2023,dic,49,Turno Noche,Coronador,Trancones reiterados pista de bajada,Paros Menores,0.95,
L3,02-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,0.36,
L4,02-12-2023,2023,dic,49,Turno Día,Omnivision,Ajuste electrico o mecanico,Paros Menores,0.28,
L3,02-12-2023,2023,dic,49,Turno Noche,Lavadora de Botellas,Cai­da de envase en descarga - Mantenimiento,Paros Menores,0.08,
L1,04-12-2023,2023,dic,50,Turno Tarde,Capsuladora,Tapa girada cabezal N 6,Mecánico,11.29,
L1,04-12-2023,2023,dic,50,Turno Tarde,Sopladora,Problema en el Chiller,Eléctrico,10.3,
L1,04-12-2023,2023,dic,50,Turno Tarde,Capsuladora,Tapa girada cabezal N 4,Paros Menores,6.7,
L3,04-12-2023,2023,dic,50,Turno Día,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,6.48,
L1,04-12-2023,2023,dic,50,Turno Día,Prime,Trabamiento de producto,Paros Menores,6.3,
L3,04-12-2023,2023,dic,50,Turno Día,Lavadora de Botellas,Cai­da de botellas salida de la lavadora,Paros Menores,4.02,
L1,04-12-2023,2023,dic,50,Turno Tarde,Sopladora,Problema en el Chiller,Paros Menores,3.62,
L4,04-12-2023,2023,dic,50,Turno Día,Lavadora de Botellas,Trabamiento de botellas en la salida - Mantenimiento,Paros Menores,3.28,
L4,04-12-2023,2023,dic,50,Turno Día,Coronador,Trancones reiterados pista de bajada,Paros Menores,1.93,
L1,04-12-2023,2023,dic,50,Turno Día,Llenadora,Espumado al inicio de proceso,Paros Menores,1.68,
