"Machine Name","Days in Calendar DateTime","Shift Name","ReasonState Group1","ReasonState Group2","ReasonState Name","Reason Occurrences","Scheduled Hours"
"TAL - Línea One Way V2","26/12/24","Día Tarde","Mantenimiento","Capsuladora","Tapa girada cabezal N° 9","2","0.08253722225"
"TAL - Línea One Way V2","23/12/24","Turno Noche","Mantenimiento","Llenadora","Sensor de Tapa Humedo","2","0.0813647479166667"
"TAL - Línea RGB","23/12/24","Turno Dia","Mantenimiento","Etiquetadora","Falla Etiquetadora","2","0.0792008333333333"
"TAL - Línea RGB","23/12/24","Turno Noche","Mantenimiento","Omnivision","Ajuste eléctrico o mecánico","9","0.0791930555555556"
"TAL - Línea One Way V2","23/12/24","Día Tarde","Mantenimiento","Llenadora","Salida llenadora, caída guía seguridad - Mantenimiento","4","0.0771122231944444"
"TAL - Línea RGB","26/12/24","Turno Dia","Mantenimiento","Mixer","Brix jarabe bajo","17","0.0758730555555555"
"TAL - Línea One Way V2","29/12/24","Turno Noche","Mantenimiento","Capsuladora","Tapa girada cabezal N° 10","7","0.0743032143611111"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","1","0.0731041666666667"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Lavadora de Botellas","Trabamiento de botellas en la salida - Mantenimiento","1","0.0696075"
"TAL - Línea One Way V2","24/12/24","Turno Noche","Mantenimiento","Transporte","Divisor de paquetes","3","0.0678846431944445"
"TAL - Línea One Way V2","23/12/24","Turno Día","Mantenimiento","Etiquetadora","Falla Etiquetadora","1","0.0651755555555556"
"TAL - Línea One Way V2","26/12/24","Día Tarde","Mantenimiento","Llenadora","Salida llenadora, caída guía seguridad - Mantenimiento","4","0.0630852778055555"
"TAL - Línea One Way V2","23/12/24","Turno Día","Mantenimiento","Etiquetadora","Falla Etiquetadora","0","0.0621655555555556"
"TAL - Línea One Way V2","23/12/24","Día Tarde","Mantenimiento","Robopac","Cambio o reparación de sensor - Robopac","2","0.0590681746944444"
"TAL - Línea RGB","23/12/24","Turno Dia","Mantenimiento","Llenadora","Lubricación de pedestales - Llenadora","1","0.0550202777777778"
"TAL - Línea RGB","29/12/24","Turno Dia","Mantenimiento","Llenadora","Lubricación de pedestales - Llenadora","1","0.0550169444444444"
"TAL - Línea Ref Pet (Llenadora)","26/12/24","Turno Día","Mantenimiento","Decapsuladora","Ajustes por falla","15","0.0536852918611111"
"TAL - Línea RGB","26/12/24","Turno Dia","Mantenimiento","Mixer","Brix jarabe bajo","1","0.0525305555555556"
"TAL - Línea One Way V2","29/12/24","Día Tarde","Mantenimiento","Sopladora","Problema en el Chiller","3","0.0513250793888889"
"TAL - Línea One Way V2","23/12/24","Día Tarde","Mantenimiento","Llenadora","Salida llenadora, caída guía seguridad - Mantenimiento","3","0.0502628175277778"
"TAL - Línea RGB","24/12/24","Turno Dia","Mantenimiento","Llenadora","Lubricación de pedestales - Llenadora","1","0.0491772222222222"
"TAL - Línea One Way V2","29/12/24","Día Tarde","Mantenimiento","Prime","Trabamiento de producto","4","0.0457265081388889"
"TAL - Línea RGB","28/12/24","Turno Dia","Mantenimiento","Lavadora de Botellas","Trabamiento de botellas en la salida - Mantenimiento","1","0.0454297222222222"
"TAL - Línea One Way V2","26/12/24","Turno Noche","Mantenimiento","Capsuladora","Tapa girada cabezal N° 10","1","0.045015"
"TAL - Línea Ref Pet (Llenadora)","26/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","2","0.0450108340277778"
"TAL - Línea One Way V2","29/12/24","Día Tarde","Mantenimiento","Prime","Trabamiento de producto","1","0.0444158730277778"
"TAL - Línea One Way V2","23/12/24","Día Tarde","Mantenimiento","Capsuladora","Trancón de tapas en pista de bajada - Mantenimiento","2","0.0443310629722222"
"TAL - Línea RGB","26/12/24","Turno Dia","Mantenimiento","Mixer","Brix jarabe bajo","7","0.0441916666666667"
"TAL - Línea One Way V2","28/12/24","Turno Día","Mantenimiento","Sopladora","Cambio o reparación de sensor - Sopladora","4","0.0433533336944444"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","2","0.0426816666666667"
"TAL - Línea RGB","24/12/24","Turno Dia","Mantenimiento","Llenadora","Lubricación de pedestales - Llenadora","1","0.0425208333333333"
"TAL - Línea Ref Pet (Llenadora)","23/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","1","0.0408051593333333"
"TAL - Línea RGB","28/12/24","Turno Dia","Mantenimiento","Llenadora","Lubricación de pedestales - Llenadora","1","0.0400075"
"TAL - Línea Ref Pet (Llenadora)","28/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","2","0.0397744048611111"
"TAL - Línea RGB","29/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","2","0.0387580555555556"
"TAL - Línea RGB","27/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","9","0.0379347222222222"
"TAL - Línea RGB","29/12/24","Turno Noche","Mantenimiento","Codificador","Ajuste por cambio de formato - Codificador","1","0.0379263888888889"
"TAL - Línea Ref Pet (Llenadora)","28/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","1","0.0374482943055556"
"TAL - Línea RGB","28/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","8","0.0358466666666667"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Llenadora","Lubricación de pedestales - Llenadora","1","0.0358408333333333"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","1","0.0350472222222222"
"TAL - Línea Ref Pet (Llenadora)","24/12/24","Turno Noche","Mantenimiento","Transporte","Cambio o reparación de sensor - Transporte","1","0.0345069444444444"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de botellas salida de la lavadora","1","0.03419"
"TAL - Línea RGB","23/12/24","Turno Dia","Mantenimiento","Etiquetadora","Falla Etiquetadora","5","0.0341880555555556"
"TAL - Línea One Way V2","24/12/24","Turno Noche","Mantenimiento","Sopladora","Trabamiento de Preformas","3","0.0340570637222222"
"TAL - Línea One Way V2","27/12/24","Día Tarde","Mantenimiento","Transporte","Trabamiento entrada curva encausador","2","0.0335914288055556"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","3","0.0333594444444444"
"TAL - Línea Ref Pet (Llenadora)","24/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Ajuste o cambio de encoder - Lavadora de Botellas","1","0.0294613888888889"
"TAL - Línea Ref Pet (Llenadora)","26/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","5","0.0293998427777778"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","3","0.0291572222222222"
"TAL - Línea RGB","29/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","1","0.0287594444444444"
"TAL - Línea RGB","29/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","trabamiento de botella en entrada","1","0.0279458333333333"
"TAL - Línea RGB","28/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","6","0.0279327777777778"
"TAL - Línea RGB","26/12/24","Turno Dia","Mantenimiento","Mixer","Brix jarabe bajo","7","0.0266805555555556"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Lavadora de Botellas","Trabamiento de botellas en la salida - Mantenimiento","1","0.0252808333333333"
"TAL - Línea RGB","28/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","4","0.0250108333333333"
"TAL - Línea Ref Pet (Llenadora)","26/12/24","Turno Día","Mantenimiento","Etiquetadora","Ajuste o cambio de cuchillo","0","0.0247291666666667"
"TAL - Línea RGB","24/12/24","Turno Noche","Mantenimiento","Mixer","Error de Mezcla","1","0.0241758333333333"
"TAL - Línea RGB","28/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","3","0.0237644444444444"
"TAL - Línea RGB","26/12/24","Turno Dia","Mantenimiento","Mixer","Brix jarabe bajo","6","0.0233502777777778"
"TAL - Línea Ref Pet (Llenadora)","28/12/24","Turno Noche","Mantenimiento","Codificador","Ajuste por cambio de fecha","3","0.0226287708333333"
"TAL - Línea RGB","26/12/24","Turno Dia","Mantenimiento","Llenadora","Lubricación de pedestales - Llenadora","1","0.0225041666666667"
"TAL - Línea One Way V2","23/12/24","Día Tarde","Mantenimiento","Llenadora","Salida llenadora, caída guía seguridad - Mantenimiento","2","0.0222738494722222"
"TAL - Línea One Way V2","24/12/24","Turno Noche","Mantenimiento","Transporte","Divisor de paquetes","1","0.0221586906388889"
"TAL - Línea One Way V2","29/12/24","Turno Día","Mantenimiento","Llenadora","Espumado al inicio de proceso","2","0.0221528574444444"
"TAL - Línea RGB","29/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","1","0.0220894444444444"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Llenadora","Lubricación de pedestales - Llenadora","1","0.0220869444444444"
"TAL - Línea RGB","29/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","trabamiento de botella en entrada","1","0.0216825"
"TAL - Línea RGB","29/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","1","0.0208425"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","trabamiento de botella en entrada","4","0.0208386111111111"
"TAL - Línea RGB","29/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","4","0.0208375"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","1","0.0204333333333333"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","1","0.0204211111111111"
"TAL - Línea Ref Pet (Llenadora)","28/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","1","0.0200733730555556"
"TAL - Línea RGB","29/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","2","0.0191922222222222"
"TAL - Línea RGB","26/12/24","Turno Dia","Mantenimiento","Mixer","Brix jarabe bajo","1","0.0191713888888889"
"TAL - Línea RGB","24/12/24","Turno Dia","Mantenimiento","Capsuladora","Trancón de tapas en pista de bajada - Mantenimiento","3","0.0183563888888889"
"TAL - Línea Ref Pet (Llenadora)","27/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","1","0.0183186907777778"
"TAL - Línea RGB","28/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","4","0.0179369444444444"
"TAL - Línea One Way V2","24/12/24","Turno Noche","Mantenimiento","Transporte","Divisor de paquetes","1","0.0177519842222222"
"TAL - Línea Ref Pet (Llenadora)","27/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","1","0.0177497622222222"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Lavadora de Botellas","Trabamiento de botellas en la salida - Mantenimiento","5","0.0170919444444444"
"TAL - Línea One Way V2","23/12/24","Turno Noche","Mantenimiento","Sopladora","Trabamiento de Preformas","2","0.0170239388611111"
"TAL - Línea One Way V2","23/12/24","Turno Noche","Mantenimiento","Sopladora","Trabamiento de Preformas","3","0.0156886606111111"
"TAL - Línea Ref Pet (Llenadora)","28/12/24","Turno Noche","Mantenimiento","Encajonadora","Ajuste o cambio - Encajonadora","3","0.0151417461111111"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","9","0.0133477777777778"
"TAL - Línea RGB","24/12/24","Turno Noche","Mantenimiento","Mixer","Error de Mezcla","3","0.0133444444444444"
"TAL - Línea RGB","24/12/24","Turno Noche","Mantenimiento","Mixer","Error de Mezcla","1","0.0133430555555556"
"TAL - Línea RGB","24/12/24","Turno Noche","Mantenimiento","Mixer","Error de Mezcla","1","0.0133377777777778"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","3","0.0129277777777778"
"TAL - Línea RGB","28/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","5","0.0112558333333333"
"TAL - Línea RGB","27/12/24","Turno Noche","Mantenimiento","Llenadora","Lubricación de pedestales - Llenadora","2","0.0112541666666667"
"TAL - Línea One Way V2","28/12/24","Turno Día","Mantenimiento","Sopladora","Cambio o reparación de sensor - Sopladora","3","0.0112021431388889"
"TAL - Línea One Way V2","29/12/24","Día Tarde","Mantenimiento","Capsuladora","Trancón de tapas en pista de bajada - Mantenimiento","1","0.0100047223055556"
"TAL - Línea RGB","27/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","4","0.00959055555555556"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","3","0.00958916666666667"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","3","0.00917277777777778"
"TAL - Línea RGB","27/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","2","0.00834333333333333"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","4","0.00709111111111111"
"TAL - Línea One Way V2","23/12/24","Día Tarde","Mantenimiento","Robopac","Problema carga de batería","2","0.00703186522222222"
"TAL - Línea RGB","27/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","5","0.00667166666666667"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","3","0.00667083333333333"
"TAL - Línea RGB","27/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","2","0.00625472222222222"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","2","0.00625361111111111"
"TAL - Línea One Way V2","28/12/24","Turno Noche","Mantenimiento","Sopladora","Trabamiento de Preformas","1","0.00595321430555556"
"TAL - Línea RGB","24/12/24","Turno Noche","Mantenimiento","Mixer","Error de Mezcla","2","0.00583583333333333"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","2","0.00500472222222222"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","2","0.00458333333333333"
"TAL - Línea One Way V2","27/12/24","Día Tarde","Mantenimiento","Sopladora","Problema en el Chiller","1","0.00452269844444444"
"TAL - Línea One Way V2","26/12/24","Turno Noche","Mantenimiento","Sopladora","Trabamiento de Preformas","2","0.00417444447222222"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","3","0.0037575"
"TAL - Línea One Way V2","24/12/24","Turno Noche","Mantenimiento","Sopladora","Trabamiento de Preformas","1","0.00369853188888889"
"TAL - Línea Ref Pet (Llenadora)","28/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","1","0.00340503972222222"
"TAL - Línea RGB","27/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","2","0.00333805555555556"
"TAL - Línea RGB","24/12/24","Turno Dia","Mantenimiento","Mixer","Error de Mezcla","2","0.00333611111111111"
"TAL - Línea One Way V2","29/12/24","Turno Noche","Mantenimiento","Sopladora","Trabamiento de Preformas","2","0.00309579372222222"
"TAL - Línea One Way V2","23/12/24","Turno Noche","Mantenimiento","Sopladora","Trabamiento de Preformas","1","0.00288181280555556"
"TAL - Línea One Way V2","29/12/24","Turno Noche","Mantenimiento","Sopladora","Trabamiento de Preformas","1","0.00274142858333333"
"TAL - Línea RGB","24/12/24","Turno Dia","Mantenimiento","Mixer","Error de Mezcla","1","0.0025025"
"TAL - Línea RGB","29/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de envase en descarga - Mantenimiento","1","0.00250083333333333"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","1","0.00250055555555556"
"TAL - Línea RGB","24/12/24","Turno Dia","Mantenimiento","Capsuladora","Trancón de tapas en pista de bajada - Mantenimiento","1","0.00166833333333333"
"TAL - Línea RGB","27/12/24","Turno Dia","Mantenimiento","Lavadora de Botellas","Trabamiento de botellas en la salida - Mantenimiento","1","0.00166722222222222"
"TAL - Línea RGB","28/12/24","Turno Noche","Mantenimiento","Lavadora de Botellas","Caída de botellas salida de la lavadora","1","0.00166722222222222"
"TAL - Línea RGB","26/12/24","Turno Dia","Mantenimiento","Mixer","Brix jarabe bajo","1","0.000835"
"TAL - Línea RGB","27/12/24","Turno Noche","Mantenimiento","Coronador","Trancónes reiterados pista de bajada","1","0.000833888888888889"
"TAL - Línea Ref Pet (Llenadora)","24/12/24","Turno Día","Mantenimiento","Paletizadora","Caída de automático - Paletizadora","1","0.000358531944444444"
"TAL - Línea RGB","26/12/24","Unscheduled","Mantenimiento","Mixer","Reseteo tablero eléctrico","1","0"
"TAL - Línea RGB","26/12/24","Unscheduled","Mantenimiento","Mixer","Error de Mezcla","1","0"
"TAL - Línea RGB","26/12/24","Unscheduled","Mantenimiento","Mixer","Error de Mezcla","0","0"
"TAL - Línea RGB","26/12/24","Unscheduled","Mantenimiento","Mixer","Error de Mezcla","1","0"
"TAL - Línea RGB","26/12/24","Unscheduled","Mantenimiento","Mixer","Reseteo tablero eléctrico","1","0"
"TAL - Línea RGB","26/12/24","Unscheduled","Mantenimiento","Mixer","Error de Mezcla","3","0"
"TAL - Línea RGB","26/12/24","Unscheduled","Mantenimiento","Mixer","Error de Mezcla","1","0"
"TAL - Línea RGB","26/12/24","Unscheduled","Mantenimiento","Mixer","Error de Mezcla","3","0"
"TAL - Línea RGB","26/12/24","Unscheduled","Mantenimiento","Mixer","Error de Mezcla","4","0"
